	question	class
1079	muzes mi poskytnout definici prumysloveho vzoru?	84
1080	muzete mi rict definici prumysloveho vzoru?	84
1081	muzes mi rict definici prumysloveho vzoru?	84
1082	muzete mi dat definici prumysloveho vzoru?	84
1083	muzes mi dat definici prumysloveho vzoru?	84
1084	reserse pro overeni novosti prumysloveho vzoru	85
1085	overeni novosti prumysloveho vzoru	85
1086	novost prumysloveho vzoru	85
1087	reserse prumysloveho vzoru	85
1088	databaze pro resersi prumyslovych vzoru	85
1089	jak  lze provest resersi prumysloveho vzoru?	85
1090	kde lze provest resersi prumysloveho vzoru?	85
1091	jak  muzu provest resersi prumysloveho vzoru?	85
1092	kde muzu provest resersi prumysloveho vzoru?	85
1093	jak  mohu provest resersi prumysloveho vzoru?	85
1094	kde mohu provest resersi prumysloveho vzoru?	85
1095	jak  se muze provest resersi prumysloveho vzoru?	85
1096	kde se muze provest resersi prumysloveho vzoru?	85
1097	jak  lze  udelat resersi prumysloveho vzoru?	85
1098	kde lze  udelat resersi prumysloveho vzoru?	85
1099	jak  muzu  udelat resersi prumysloveho vzoru?	85
1100	kde muzu  udelat resersi prumysloveho vzoru?	85
1101	jak  mohu  udelat resersi prumysloveho vzoru?	85
1102	kde mohu  udelat resersi prumysloveho vzoru?	85
1103	jak  se muze udelat resersi prumysloveho vzoru?	85
1104	kde se muze udelat resersi prumysloveho vzoru?	85
1105	jak  lze  provedu resersi prumysloveho vzoru?	85
1106	kde lze  provedu resersi prumysloveho vzoru?	85
1107	jak  muzu  provedu resersi prumysloveho vzoru?	85
1108	kde muzu  provedu resersi prumysloveho vzoru?	85
1109	jak  mohu  provedu resersi prumysloveho vzoru?	85
1110	kde mohu  provedu resersi prumysloveho vzoru?	85
1111	jak  se muze provedu resersi prumysloveho vzoru?	85
1112	kde se muze provedu resersi prumysloveho vzoru?	85
1113	jak  lze  udelam resersi prumysloveho vzoru?	85
1114	kde lze  udelam resersi prumysloveho vzoru?	85
1115	jak  muzu  udelam resersi prumysloveho vzoru?	85
1116	kde muzu  udelam resersi prumysloveho vzoru?	85
1117	jak  mohu  udelam resersi prumysloveho vzoru?	85
1118	kde mohu  udelam resersi prumysloveho vzoru?	85
1119	jak  se muze udelam resersi prumysloveho vzoru?	85
1120	kde se muze udelam resersi prumysloveho vzoru?	85
1121	odkaz pro overeni novosti prumysloveho vzoru	85
1122	zdroje pro overeni novosti prumysloveho vzoru	85
1123	objednavka reserse prumysloveho vzoru uradem	86
1124	resersni sluzby uradu k prumyslovym vzorum	86
1125	formular pro objednani reserse prumysloveho vzoru uradem	88
1126	formular objednavky reserse prumysloveho vzoru uradem	88
1127	kolik stoji zpracovani reserse prumysloveho vzoru?	89
1128	jaky je poplatek za zpracovani reserse prumysloveho vzoru?	89
1129	cena zpracovani reserse prumysloveho vzoru?	89
1130	poplatek za podani prihlasky prumysloveho vzoru	90
1131	poplatek za prijeti prihlasky prumysloveho vzoru	90
1132	cena za prihlaska prumysloveho vzoru	90
1133	poplatek prihlaska prumysloveho vzoru	90
1134	kolik stoji prihlaska prumysloveho vzoru	90
1135	kolik stoji prumyslovy vzor	90
1136	sleva na poplatku pri podani prihlasky prumysloveho vzoru elektronicky	90
1137	sleva na poplatek pri elektronickem podani prihlasky prumysloveho vzoru	90
1138	sleva na poplatku pri elektronickem podani prihlasky prumysloveho vzoru	90
1139	poplatek za hromadnou prihlasku prumysloveho vzoru	90
1140	poplatek za prijeti hromadne prihlasky prumysloveho vzoru	90
1141	existuje poplatek za kazdy dalsi prumyslovy vzor v prihlasce?	90
1142	plati se poplatek za kazdy dalsi prumyslovy vzor v prihlasce?	90
1143	jak je mozne uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1144	jak lze uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1145	jak muzu uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1146	jak mohu uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1147	jak je mozne  zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1148	jak lze  zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1149	jak muzu  zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1150	jak mohu zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	91
1151	jaky hradi poplatek za prihlasku prumysloveho vzoru?	91
1152	jaky se hradi poplatek za prihlasku prumysloveho vzoru?	91
1153	ktery hradi poplatek za prihlasku prumysloveho vzoru?	91
1154	ktery se hradi poplatek za prihlasku prumysloveho vzoru?	91
1155	jak hradi poplatek za prihlasku prumysloveho vzoru?	91
1156	jak se hradi poplatek za prihlasku prumysloveho vzoru?	91
1157	jaky  plati poplatek za prihlasku prumysloveho vzoru?	91
1158	jaky se  plati poplatek za prihlasku prumysloveho vzoru?	91
1159	ktery  plati poplatek za prihlasku prumysloveho vzoru?	91
1160	ktery se  plati poplatek za prihlasku prumysloveho vzoru?	91
1161	jak  plati poplatek za prihlasku prumysloveho vzoru?	91
1162	jak se plati poplatek za prihlasku prumysloveho vzoru?	91
1163	jaky  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1164	jaky se  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1165	ktery  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1166	ktery se  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1167	jak  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1168	jak se mam zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1169	jaky  zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1170	jaky se  zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1171	ktery  zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1172	ktery se  zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1173	jak  zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1174	jak se zaplatit poplatek za prihlasku prumysloveho vzoru?	91
1175	jaky  uhradit poplatek za prihlasku prumysloveho vzoru?	91
1176	jaky se  uhradit poplatek za prihlasku prumysloveho vzoru?	91
1177	ktery  uhradit poplatek za prihlasku prumysloveho vzoru?	91
1178	ktery se  uhradit poplatek za prihlasku prumysloveho vzoru?	91
1179	jak  uhradit poplatek za prihlasku prumysloveho vzoru?	91
1180	jak se uhradit poplatek za prihlasku prumysloveho vzoru?	91
1181	doba ochrany prumysloveho vzoru	92
1182	trvani ochrany prumysloveho vzoru	92
1183	udrzovani prumysloveho vzoru v platnosti	92
1184	kolik se plati  zapsaneho prumysloveho vzoru	93
1185	jaky je poplatek za zapsaneho prumysloveho vzoru	93
1186	kolik se plati  obnova zapsaneho prumysloveho vzoru	93
1187	jaky je poplatek za obnova zapsaneho prumysloveho vzoru	93
1188	kolik se plati  obnovu zapsaneho prumysloveho vzoru	93
1189	jaky je poplatek za obnovu zapsaneho prumysloveho vzoru	93
1190	kolik se plati  prodlouzeni zapsaneho prumysloveho vzoru	93
1191	jaky je poplatek za prodlouzeni zapsaneho prumysloveho vzoru	93
1192	kolik se plati  zapisu prumysloveho vzoru	93
1193	jaky je poplatek za  zapisu prumysloveho vzoru	93
1194	kolik se plati  obnova  zapisu prumysloveho vzoru	93
1195	jaky je poplatek za obnova  zapisu prumysloveho vzoru	93
1196	kolik se plati  obnovu  zapisu prumysloveho vzoru	93
1197	jaky je poplatek za obnovu  zapisu prumysloveho vzoru	93
1198	kolik se plati  prodlouzeni zapisu prumysloveho vzoru	93
1199	jaky je poplatek za prodlouzeni zapisu prumysloveho vzoru	93
1200	udrzovaci poplatek pro prumyslovy vzor	93
1201	kde mohu najit resersni databazi prumyslovych vzoru?	94
1202	kde je resersni databazi prumyslovych vzoru?	94
1203	kde najdu resersni databazi prumyslovych vzoru?	94
1204	kde muzu najit resersni databazi prumyslovych vzoru?	94
1205	co obsahuje databaze prumyslovych vzoru?	94
1206	jake informace obsahuje databaze prumyslovych vzoru?	94
1207	co obsahuje ceska databaze prumyslovych vzoru?	94
1208	jake informace obsahuje ceska databaze prumyslovych vzoru?	94
1209	jsou v databazi prumyslovych vzoru zapsane take prumyslove vzory z uradu evropske unie pro dusevni vlastnictvi?	94
1210	kde lze najit mezinarodni prumyslove vzory platne na uzemi ceske republiky?	94
1211	kde je mozne najit mezinarodni prumyslove vzory platne na uzemi ceske republiky?	94
1212	kde jsou mezinarodni prumyslove vzory platne na uzemi ceske republiky?	94
1213	kde najdu mezinarodni prumyslove vzory platne na uzemi ceske republiky?	94
1214	odkazy na mezinarodni databaze prumyslovych vzoru	94
1215	odkazy na zahranicni databaze prumyslovych vzoru	94
1216	co je euipo ?	94
1217	co znamena euipo ?	94
1218	co je  wipo ?	94
1219	co znamena wipo ?	94
1220	co je  vipo?	94
1221	co znamena vipo?	94
1222	co je databaze hague ?	94
1223	co znamena databaze hague ?	94
1224	co najdu v databaze hague ?	94
1225	co je  databazi hague ?	94
1226	co znamena  databazi hague ?	94
1227	co najdu v databazi hague ?	94
1228	co je databaze  hag ?	94
1229	co znamena databaze  hag ?	94
1230	co najdu v databaze  hag ?	94
1231	co je  databazi hag ?	94
1232	co znamena  databazi hag ?	94
1233	co najdu v databazi hag ?	94
1234	co je databaze  hak ?	94
1235	co znamena databaze  hak ?	94
1236	co najdu v databaze  hak ?	94
1237	co je  databazi hak ?	94
1238	co znamena  databazi hak ?	94
1239	co najdu v databazi hak ?	94
1240	co je databaze  hague express ?	94
1241	co znamena databaze  hague express ?	94
1242	co najdu v databaze  hague express ?	94
1243	co je  databazi hague express ?	94
1244	co znamena  databazi hague express ?	94
1245	co najdu v databazi hague express ?	94
1246	co je databaze  hag express?	94
1247	co znamena databaze  hag express?	94
1248	co najdu v databaze  hag express?	94
1249	co je  databazi hag express?	94
1250	co znamena  databazi hag express?	94
1251	co najdu v databazi hag express?	94
1252	jake prumyslove vzory mohou na uzemi ceske republiky platit?	94
1253	kde mohu dohledat mezinarodni prumyslove vzory?	94
1254	kde najdu mezinarodni prumyslove vzory?	94
1255	kde lze najit mezinarodni prumyslove vzory?	94
1256	kde lze dohledat mezinarodni prumyslove vzory?	94
1257	kde je mozne najit mezinarodni prumyslove vzory?	94
1258	kde je mozne dohledat mezinarodni prumyslove vzory?	94
1259	jake prumyslove vzory mohu nalezt na strankach uradu?	94
1260	jake prumyslove vzory jsou na strankach uradu?	94
1261	jake prumyslove vzory lze najit na strankach uradu?	94
1262	jake prumyslove vzory je mozne najit na strankach uradu?	94
1263	jak podat objednavku reserse prumysloveho vzoru u uradu?	95
1264	kde podat objednavku reserse prumysloveho vzoru u uradu?	95
1265	jak  objednat resersi prumysloveho vzoru u uradu?	95
1266	kde objednat resersi prumysloveho vzoru u uradu?	95
1267	reserse prumysloveho vzoru uradem	95
1268	reserse prumyslovych vzoru uradem	95
1269	resersni sluzby uradu pro prumyslove vzory	95
1270	objednavka reserse prumysloveho vzoru	95
1271	resersni sluzby uradu pro prumyslove vzory	95
1272	co je resersnim vystupem u prumyslovych vzoru?	96
1273	jak dlouho trva zpracovani reserse prumysloveho vzoru?	97
1274	za jak dlouho zpracujete resersi prumysloveho vzoru	97
1275	kolik stoji resersi prumysloveho vzoru?	98
1276	jaky je poplatek za resersi prumysloveho vzoru?	98
1277	ochrana prumysloveho vzoru v zahranici	99
1278	prihlaseni prumysloveho vzoru v zahranici	99
1279	prihlaska prumysloveho vzoru v zahranici	99
1280	podani prumysloveho vzoru v zahranici	99
1281	podani prihlasky prumysloveho vzoru v zahranici	99
1282	moznosti ochrany prumysloveho vzoru v cilovych statech	99
1283	moznosti ochrany prumysloveho vzoru v zahranici	99
1284	ochrana prumysloveho vzoru v zahranici	99
1285	jake urady jsou odpovedne za ochranu prumysloveho vzoru v zahranici?	99
1286	jake urady resi ochranu prumysloveho vzoru v zahranici?	99
1287	jake urady maji na starosti ochranu prumysloveho vzoru v zahranici?	99
1288	je mozne ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1289	co kdyz chci ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1290	mohu ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1291	muzu ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1292	lze ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1293	mohl bych ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1294	jakou cestou ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1295	jak ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	100
1296	je mozne ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1297	co kdyz chci ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1298	mohu ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1299	muzu ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1300	lze ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1301	mohl bych ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1302	jakou cestou ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1303	jak ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	100
1304	kde mohu najit informacie o prumyslovem vlastnictvi v eu ?	100
1305	kde najdu informacie o prumyslovem vlastnictvi v eu ?	100
1306	kde lze najit informacie o prumyslovem vlastnictvi v eu ?	100
1307	kde jsou informacie o prumyslovem vlastnictvi v eu ?	100
1308	kde mohu najit informacie o prumyslovem vlastnictvi v evropske unii?	100
1309	kde najdu informacie o prumyslovem vlastnictvi v evropske unii?	100
1310	kde lze najit informacie o prumyslovem vlastnictvi v evropske unii?	100
1311	kde jsou informacie o prumyslovem vlastnictvi v evropske unii?	100
1312	co je haagsky system?	101
1313	mezinarodni prihlaska podle haagskeho systemu	101
1314	pomoc pri prihlasovani prumysloveho vzoru v zahranici	102
1315	jak dlouho trva ochrana prumysloveho vzoru?	103
1316	jaka je doba ochrany prumysloveho vzoru?	103
1317	doba trvani ochrany zapsaneho prumysloveho vzoru	103
1318	kolikrat muze byt ochrana prumysloveho vzoru obnovovana ?	103
1319	jak dlouho muze byt ochrana prumysloveho vzoru obnovovana ?	103
1320	kolikrat muze byt ochrana prumysloveho vzoru prodluzovana?	103
1321	jak dlouho muze byt ochrana prumysloveho vzoru prodluzovana?	103
1322	prodlouzeni ochrany prumysloveho vzoru	103
1323	obnova ochrany prumysloveho vzoru	103
1324	kdy podat zadost o obnovu prumysloveho vzoru?	103
1325	jak podat zadost o obnovu prumysloveho vzoru?	103
1326	kdy podat zadost o obnovu ochrany prumysloveho vzoru?	103
1327	jak podat zadost o obnovu ochrany prumysloveho vzoru?	103
1328	je podani zadosti o obnovu doby ochrany prumysloveho vzoru zpoplatneno?	103
1329	poplatek za obnovu  prumysloveho vzoru	103
1330	poplatek za prodlouzeni prumysloveho vzoru	103
1331	poplatek za obnovu  ochrany prumysloveho vzoru	103
1332	poplatek za prodlouzeni ochrany prumysloveho vzoru	103
1333	pravo prednosti u prihlasovatele prumysloveho vzoru	103
1334	jaka je maximalni doba ochrany prumysloveho vzoru?	103
1335	jak se ochrana prumysloveho vzoru prodluzuje ?	103
1336	jak se ochrana prumysloveho vzoru obnovuje?	103
1337	proces obnovy ochrany pro prumyslovy vzor	103
1338	co patri mezi prumyslove ochranene vyrobky?	104
1339	co je prumyslovy vyrobek?	104
1340	co se rozumi prumyslovym vyrobkem?	104
1341	co je prumyslovym vyrobkem?	104
1342	co se da oznacit jako vyrobek v pravni ochrane prumyslovych vzoru?	104
1343	co se da oznacit jako vyrobek v kontextu prumyslovych vzoru?	104
1344	co se da oznacit jako vyrobek u prumyslovych vzoru?	104
1345	"jaka je definice ""vyrobku"" v pravni ochrane  prumyslovych vzoru?"	104
1346	"jaka je definice ""vyrobku"" v kontextu pravni ochrany  prumyslovych vzoru?"	104
1347	"jaka je definice ""vyrobku"" u prumyslovych vzoru?"	104
1348	jake soucastky muze obsahovat prumyslove vyrobeny vyrobek?	104
1349	slozeny vyrobek	104
1350	jak je definovan slozeny vyrobek	104
1351	co je slozeny vyrobek	104
1352	prumyslovy vyrobek	104
1353	jak se zada o zapis prumysloveho vzoru do rejstriku?	105
1354	jak mam poradat o zapis prumysloveho vzoru do rejstriku?	105
1355	jak pozadat o zapis prumysloveho vzoru do rejstriku?	105
1356	jak podat zadost o zapis prumysloveho vzoru do rejstriku?	105
1357	moznosti podani prihlasky prumysloveho vzoru	105
1358	elektronicky vyplnitelne formulare pro prihlasku prumysloveho vzoru	105
1359	je mozne podat prihlasku prumysloveho vzoru online?	105
1360	mohu podat prihlasku prumysloveho vzoru postou?	105
1361	lze podat prihlasku prumysloveho vzoru postou?	105
1362	je mozne podat prihlasku prumysloveho vzoru postou?	105
1363	pomoc pro prihlasku prumysloveho vzoru	106
1364	odborne zastoupeni pro prihlasku prumysloveho vzoru	106
1365	pomoc pro podani prihlasky prumysloveho vzoru	106
1366	odborne zastoupeni pro podani prihlasky prumysloveho vzoru	106
1367	existuji advokatni kancelare, ktere se zabyvaji prumyslovymi vzory?	106
1368	pravni zastoupeni pro zadatele o prumyslovy vzor	106
1369	pravni zastoupeni pro prihlasku prumyslovy vzor	106
1370	pravni zastoupeni pro podani prihlasky prumyslovy vzor	106
1371	pravni zastoupeni pro zadatele o  prumysloveho vzoru	106
1372	pravni zastoupeni pro prihlasku  prumysloveho vzoru	106
1373	pravni zastoupeni pro podani prihlasky prumysloveho vzoru	106
1374	kdo me muze zastupovat pri podavani prihlasky prumysloveho vzoru?	106
1375	kdo mi muze pomoci pri podavani prihlasky prumysloveho vzoru?	106
1376	nalezitosti prihlasky prumysloveho vzoru	107
1377	jednoducha prihlaska prumysloveho vzoru	107
1378	hromadna prihlaska prumysloveho vzoru	107
1379	jak prihlasit vice prumyslovych vzoru?	107
1380	jaky je postup podani prihlasky pro prumyslovy vzor?	107
1381	podani prihlasky prumysloveho vzoru	107
1382	zadost o zapis prumysloveho vzoru	107
1383	jak se podava prihlaska prumysloveho vzoru?	108
1384	kam se podava prihlaska prumysloveho vzoru?	108
1385	formular prihlasky prumysloveho vzoru	108
1386	co obsahuje prihlaska prumysloveho vzoru	109
1387	prilohy prihlasky prumysloveho vzoru	109
1388	podlohy prihlasky prumysloveho vzoru	109
1389	vyobrazeni prumysloveho vzoru	110
1390	kdo muze podat prihlasku prumysloveho vzoru?	111
1391	kdo je opravnen podat prihlasku prumysloveho vzoru?	111
1392	formalni pruzkum prihlasky prumysloveho vzoru	112
1393	vecny pruzkum prihlasky prumysloveho vzoru	112
1394	vecny pruzkum prihlasky prumysloveho vzoru	112
1395	formalni pruzkum prihlasky prumysloveho vzoru	112
1396	vecny  prezkum prihlasky prumysloveho vzoru	112
1397	formalni prezkum prihlasky prumysloveho vzoru	112
1398	formalni pruzkum prihlasky	112
1399	vecny pruzkum prihlasky	112
1400	jak lze vymazat prumyslovy vzor z rejstriku?	113
1401	jak je mozne vymazat prumyslovy vzor z rejstriku?	113
1402	jak muzu vymazat prumyslovy vzor z rejstriku?	113
1403	jak muzeme vymazat prumyslovy vzor z rejstriku?	113
1404	vymaz prumysloveho vzoru	113
1405	formular pro podani navrhu na vymaz prumysloveho vzoru	114
1406	kdo muze podat navrh na vymaz prumysloveho vzoru?	115
1407	kdo je opavnen podat navrh na vymaz prumysloveho vzoru?	115
1408	co se stane po vymazu prumysloveho vzoru z rejstriku?	116
1409	co nastane po vymazu prumysloveho vzoru z rejstriku?	116
1410	dusledky vymazu prumysloveho vzoru	116
1411	uplny vymaz prumysloveho vzoru	116
1412	castecny vymaz prumysloveho vzoru	116
1413	rozsah vymazu prumysloveho vzoru	116
1414	kolik stoji podani navrhu na vymaz prumysloveho vzoru?	117
1415	kolik zaplatim za podani navrhu na vymaz prumysloveho vzoru?	117
1416	jaky je poplatek za podani navrhu na vymaz prumysloveho vzoru?	117
1417	pomoc s vymazem prumysloveho vzoru	118
1418	pomoc s zadosti na vymaz prumysloveho vzoru	118
1419	kde mohu nalezt databazi patentu a uzitnych vzoru?	119
1420	kde najdu databazi patentu a uzitnych vzoru?	119
1421	kde je databazi patentu a uzitnych vzoru?	119
1422	kde najit databazi patentu a uzitnych vzoru?	119
1423	existuje databaze patentu a uzitnych vzoru?	120
1424	je mozne najit online databazi udelenych patentu a uzitnych vzoru?	120
1425	kde najit online databazi udelenych patentu a uzitnych vzoru?	120
1426	je mozne  najdu online databazi udelenych patentu a uzitnych vzoru?	120
1427	kde najdu online databazi udelenych patentu a uzitnych vzoru?	120
1428	databaze patentu a uzitnych vzoru	120
1429	databaze uzitnych vzoru	120
1430	databaze patentu	120
1431	seznam evropskych patentu platnych na uzemi cr	120
1432	patentova reserse na uradu	121
1433	patentova reserse uradem	121
1434	jak mohu objednat patentovou resersni sluzbu uradu?	121
1435	jak objednam patentovou resersni sluzbu uradu?	121
1436	jaky je postup pro objednani patentove reserse uradu?	121
1437	jak postupovat pro objednani patentove reserse uradu?	121
1438	co delat pro objednani patentove reserse uradu?	121
1439	jak  lze podat objednavku na patentovou resersi?	121
1440	kam  lze podat objednavku na patentovou resersi?	121
1441	jakym zpusobem lze podat objednavku na patentovou resersi?	121
1442	jak  muzu podat objednavku na patentovou resersi?	121
1443	kam  muzu podat objednavku na patentovou resersi?	121
1444	jakym zpusobem muzu podat objednavku na patentovou resersi?	121
1445	jak  mohu podat objednavku na patentovou resersi?	121
1446	kam  mohu podat objednavku na patentovou resersi?	121
1447	jakym zpusobem mohu podat objednavku na patentovou resersi?	121
1448	jak  mam podat objednavku na patentovou resersi?	121
1449	kam  mam podat objednavku na patentovou resersi?	121
1450	jakym zpusobem mam podat objednavku na patentovou resersi?	121
1451	jak dlouho trva zpracovani patentove reserse uradem?	121
1452	poplatek za patentovou resersi	121
1453	poplatky za patentovou resersi	121
1454	jak se plati poplatek za patentovou resersi?	121
1455	kdy se plati poplatek za patentovou resersi?	121
1456	formuar objednavky na patentovou resersi uradu	121
1457	objednavka na patentove resersni sluzby uradu	121
1458	muzu objednat patentovou resersi e-mailem?	121
1459	jak je mozne prihlasit uzitny vzor v zahranici?	122
1460	jak mohu prihlasit uzitny vzor v zahranici?	122
1461	jak muzu prihlasit uzitny vzor v zahranici?	122
1462	jak mam prihlasit uzitny vzor v zahranici?	122
1463	existuje jednotny system pro ochranu uzitnych vzoru v zahranici?	122
1464	existuje jednotny mezinarodni system pro ochranu uzitnych vzoru v zahranici?	122
1465	existuje jednotny evropsky system pro ochranu uzitnych vzoru v zahranici?	122
1466	informace o prihlasovani uzitnych vzoru do zahranici	122
1467	pomoc pri podani uzitneho vzoru v zahranici	122
1468	pomoc s prihlaskou uzitneho vzoru v zahranici	122
1469	zastupovani pri podavani uzitnych vzoru do zahranici	122
1470	mezinarodni ochrana technickych reseni pomoci uzitnych vzoru	122
1471	jak dlouho plati zapis uzitneho vzoru?	123
1472	jak dlouho plati registrace uzitneho vzoru?	123
1473	jake je maximalni obdobi platnosti zapisu uzitneho vzoru?	123
1474	jaka je maximalni obdobi platnosti zapisu uzitneho vzoru?	123
1475	jake je maximalni doba platnosti zapisu uzitneho vzoru?	123
1476	jaka je maximalni doba platnosti zapisu uzitneho vzoru?	123
1477	kolik let je zapis uzitneho vzoru platny?	123
1478	jak dlouho muze byt uzitny vzor chranen?	123
1479	jak dlouho je uzitny vzor chranen?	123
1480	je mozne prodlouzit dobu platnosti uzitneho vzoru?	123
1481	je mozne prodlouzit dobu platnosti registrace uzitneho vzoru?	123
1482	je mozne prodlouzit dobu platnosti zapisu uzitneho vzoru?	123
1483	je mozne pro prodlouzeni platnosti registrace uzitneho vzoru?	123
1484	co se musi udelat pro prodlouzeni platnosti registrace uzitneho vzoru?	123
1485	co udelat pro prodlouzeni platnosti registrace uzitneho vzoru?	123
1486	je mozne pro prodlouzeni platnosti zapisu uzitneho vzoru?	123
1487	co se musi udelat pro prodlouzeni platnosti zapisu uzitneho vzoru?	123
1488	co udelat pro prodlouzeni platnosti zapisu uzitneho vzoru?	123
1489	jaky formular potrebuji pro obnovu platnosti zapisu uzitneho vzoru?	123
1490	jaky formular je pro obnovu platnosti zapisu uzitneho vzoru?	123
1491	jaky formular potrebuji pro prodlouzeni platnosti zapisu uzitneho vzoru?	123
1492	jaky formular je pro prodlouzeni platnosti zapisu uzitneho vzoru?	123
1493	formular pro obnovu platnosti zapisu uzitneho vzoru?	123
1494	formular pro prodlouzeni platnosti zapisu uzitneho vzoru?	123
1495	platnost registrace uzitneho vzoru	123
1496	platnost zapisu uzitneho vzoru	123
1497	jak lze chranit technicke reseni?	124
1498	jak je mozne chranit technicke reseni?	124
1499	jak mohu chranit technicke reseni?	124
1500	jak muzu chranit technicke reseni?	124
1501	jakymi zpusoby lze chranit technicke reseni?	124
1502	ochrana technickeho reseni	124
1503	jake jsou moznosti, pokud nechci zverejnit sve technicke reseni?	124
1504	co je vylucne pravo k predmetu ochrany technickeho reseni ?	124
1505	co znamena vylucne pravo k predmetu ochrany technickeho reseni ?	124
1506	co je vylucne pravo k predmetu ochrany vynalezu?	124
1507	co znamena vylucne pravo k predmetu ochrany vynalezu?	124
1508	vyucne pravo k patentu	124
1509	vylucne pravo k uzitnemu vzoru	124
1510	vyucne pravo k technickemu reseni	124
1511	utajeni technickeho reseni	124
1512	utajeni vynalezu	124
1513	co nastane , pokud je utajene technicke reseni vyzrazeno?	124
1514	co se stane, pokud je utajene technicke reseni vyzrazeno?	124
1515	kvalifikovane zverejneni technickeho reseni	124
1516	kvalifikovane zverejneni vynalezu	124
1517	dusledky kvalifikovaneho zverejneni technickeho reseni	124
1518	dusledky kvalifikovaneho zverejneni vynalezu	124
1519	dohoda o utajovani	124
1520	jak lze zabranit konkurenci ve vyuziti meho technickeho reseni?	124
1521	obchodni tajemstvi	124
1522	ochrana know-how	124
1523	jak mohu podat prihlasku uzitneho vzoru?	125
1524	kam mohu podat prihlasku uzitneho vzoru?	125
1525	jak  podat prihlasku uzitneho vzoru?	125
1526	kam podat prihlasku uzitneho vzoru?	125
1527	jak  mam podat prihlasku uzitneho vzoru?	125
1528	kam mam podat prihlasku uzitneho vzoru?	125
1529	jak  muzu podat prihlasku uzitneho vzoru?	125
1530	kam muzu podat prihlasku uzitneho vzoru?	125
1531	prihlaska uzitneho vzoru	125
1532	jak prihlasit uzitny vzor	125
1533	jak registrovat uzitny vzor	125
1534	jak zapsat uzitny vzor	125
1535	je mozne podani prihlasky uzitneho vzoru elektronicky?	125
1536	muzu podani prihlasky uzitneho vzoru elektronicky?	125
1537	mohu podani prihlasky uzitneho vzoru elektronicky?	125
1538	jde podani prihlasky uzitneho vzoru elektronicky?	125
1539	kdo muze podat prihlasku uzitneho vzoru?	126
1540	kdo je opravnen podat prihlasku uzitneho vzoru?	126
1541	muze pravnicka osoba podat prihlasku uzitneho vzoru?	126
1542	formular podani uzitneho vzoru	127
1543	formular prihlasky uzitneho vzoru	127
1544	formular registrace uzitneho vzoru	127
1545	formular nahlaseni uzitneho vzoru	127
1546	je mozne podat prihlasku uzitneho vzoru do datove schranky?	128
1547	muzu podat prihlasku uzitneho vzoru do datove schranky?	128
1548	mohu podat prihlasku uzitneho vzoru do datove schranky?	128
1549	jde podat prihlasku uzitneho vzoru do datove schranky?	128
1550	pomoc s prihlaskou uzitneho vzoru	129
1551	pomoc pri priprave prihlasky uzitneho vzoru	129
1552	zadost o zapis uzitneho vzoru	129
1553	zadost o zapsani uzitneho vzoru	129
1554	zadost o registraci uzitneho vzoru	129
1555	kde mohu najit formular pro podani prihlasky uzitneho vzoru?	129
1556	kde lze najit formular pro podani prihlasky uzitneho vzoru?	129
1557	kde je mozne najit formular pro podani prihlasky uzitneho vzoru?	129
1558	kde muzu najit formular pro podani prihlasky uzitneho vzoru?	129
