	question	answer
226	co znamena vseoobecne znama znamka	"vseobecne znamou znamkou je takove oznaceni, ktere svou ochranu ziskalo nikoliv zapisem do rejstriku ochrannych znamek, ale ziskanim vseobecne znamosti v dusledku sveho uzivani. je to znamka natolik silna, ze se vzila pro vyrobky nebo sluzby sveho vlastnika v prislusnem okruhu verejnosti natolik, ze ma rozlisovaci zpusobilost, a to i presto, ze nebyla formalne zapsana do rejstriku ochrannych znamek. tuto skutecnost je rovnez treba prokazovat vzdy v konkretnim rizeni. jedna se o znamku nezapsanou pro uzemi statu, ve kterem je namitana, bez ohledu na to, zda je ci neni zapsana v jinem state.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
227	definice vseobecne zname znamky	"vseobecne znamou znamkou je takove oznaceni, ktere svou ochranu ziskalo nikoliv zapisem do rejstriku ochrannych znamek, ale ziskanim vseobecne znamosti v dusledku sveho uzivani. je to znamka natolik silna, ze se vzila pro vyrobky nebo sluzby sveho vlastnika v prislusnem okruhu verejnosti natolik, ze ma rozlisovaci zpusobilost, a to i presto, ze nebyla formalne zapsana do rejstriku ochrannych znamek. tuto skutecnost je rovnez treba prokazovat vzdy v konkretnim rizeni. jedna se o znamku nezapsanou pro uzemi statu, ve kterem je namitana, bez ohledu na to, zda je ci neni zapsana v jinem state.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
228	mistni dosah	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
229	co je mistni dosah	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
230	co znamena mistni dosah	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
231	co je mistni dosah nezapsaneho ci jineho oznaceni	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
232	co znamena mistni dosah nezapsaneho ci jineho oznaceni	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
233	definice mistniho dosahu	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
234	jaka je definice mistniho dosahu	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
235	pripominky	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
236	pripominka	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
237	kdo muze podat pripominky	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
238	jake jsou opravnene osoby k podani pripominek	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
239	muzu podat pripominku	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
240	muzu podat pripominky	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
241	lhuta k podani pripominek	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
242	lhuta pripominky	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
243	jaka je lhuta k podani pripominek	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
244	do kdy muzu  podat proipominky	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
245	do kdy lze podat proipominky	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
246	poplatek namitky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
247	poplatek namitka	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
248	poplatek pripominka	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
249	poplatek pripominky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
250	spravni poplatek namitky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
251	spravni poplatek namitka	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
252	spravni poplatek pripominka	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
253	spravni poplatek pripominky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
254	jaky je spravni poplatek za namitky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
255	jaky je spravni poplatek za namitku	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
256	jaky je spravni poplatek za pripominku	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
257	jaky je spravni poplatek za pripominky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
258	vyse spravniho poplatku za namitky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
259	vyse spravniho poplatku za namitku	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
260	vyse spravniho poplatku za pripominku	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
261	vyse spravniho poplatku za pripominky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
262	jaka je vyse spravniho poplatku za namitky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
263	jaka je vyse spravniho poplatku za namitku	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
264	jaka je vyse spravniho poplatku za pripominku	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
265	jaka je vyse spravniho poplatku za pripominky	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
266	podani namitky	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
267	podani namitek	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
268	formular namitky	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
269	formular namitek	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
270	kde najdu formular namitky	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
271	kde najdu formular namitek	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
272	jak podat namitku	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
273	jak podat namitky	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
274	co obsahuje formular namitky	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
275	co musi obsahovat namitka	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
276	co musi obsahovat namitky	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
277	podani pripominky	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
278	formular pripominky	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
279	kde najdu formular pripominky	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
280	jak podat pripominky	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
281	co obsahuje formular pripominky	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
282	co musi obsahovat pripominky	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
283	vymaz	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
284	vymaz ochranne znamky	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
