	question	class
1079	jak je generovan variabilni symbol pro platbu poplatku?	39
1080	jakym zpusobem je generovan variabilni symbol pro platbu poplatku?	39
1081	jak  se generuje variabilni symbol pro platbu poplatku?	39
1082	jakym zpusobem se generuje variabilni symbol pro platbu poplatku?	39
1083	tvorba variabilniho symbolu pro platbu poplatku	39
1084	variabilni symbol	39
1085	pocet mist variabilniho symbolu	39
1086	maximalni pocet mist variabilniho symbolu	39
1087	variabilni symbol pro elektronicke podani	39
1088	pravni predpisy tykajici se poplatku	40
1089	pravni predpisy ohledne poplatku	40
1090	pravni predpisy k poplatkum	40
1091	pravni predpisy ke spravnim poplatkum	40
1092	jake predpisy se tykaji poplatku?	40
1093	ktere predpisy se tykaji poplatku?	40
1094	kde lze najit predpisy tykajici se poplatku?	40
1095	kde najdu predpisy tykajici se poplatku?	40
1096	kde mohu najit predpisy tykajici se poplatku?	40
1097	kde muzu najit predpisy tykajici se poplatku?	40
1098	kde lze najit predpisy ohledne poplatku?	40
1099	kde najdu predpisy ohledne poplatku?	40
1100	kde mohu najit predpisy ohledne poplatku?	40
1101	kde muzu najit predpisy ohledne poplatku?	40
1102	kde lze najit informace o predpisech k popatkum?	40
1103	kde najdu informace o predpisech k popatkum?	40
1104	kde mohu najit informace o predpisech k popatkum?	40
1105	kde muzu najit informace o predpisech k popatkum?	40
1106	zakony o poplatcich	40
1107	kde najdu zakony, ktere se tykaji poplatku	40
1108	jake pravni predpisy upravuji poplatky?	40
1109	jake pravni predpisy reguluji poplatky?	40
1110	seznam pravnich predpisu, ktere reguluji poplatky	40
1111	seznam pravnich predpisu, ktere upravuji poplatky	40
1112	jaky je vyznam prumysloveho vzoru?	41
1113	co je prumyslovy vzor?	41
1114	definice prumysloveho vzoru	41
1115	muzete mi vysvetlit pojem prumyslovy vzor?	41
1116	muzes mi vysvetlit pojem prumyslovy vzor?	41
1117	jak se vytvari prumyslovy vzor?	41
1118	jakym zpusobem se vytvari prumyslovy vzor?	41
1119	co presne znamena prumyslovy vzor?	41
1120	co obnasi prumyslovy vzor?	41
1121	charakteristiky prumysloveho vzoru	41
1122	jake vlastnosti ma prumyslovy vzor?	41
1123	muzete mi poskytnout definici prumysloveho vzoru?	41
1124	muzes mi poskytnout definici prumysloveho vzoru?	41
1125	muzete mi rict definici prumysloveho vzoru?	41
1126	muzes mi rict definici prumysloveho vzoru?	41
1127	muzete mi dat definici prumysloveho vzoru?	41
1128	muzes mi dat definici prumysloveho vzoru?	41
1129	reserse pro overeni novosti prumysloveho vzoru	42
1130	overeni novosti prumysloveho vzoru	42
1131	novost prumysloveho vzoru	42
1132	reserse prumysloveho vzoru	42
1133	databaze pro resersi prumyslovych vzoru	42
1134	jak  lze provest resersi prumysloveho vzoru?	42
1135	kde lze provest resersi prumysloveho vzoru?	42
1136	jak  muzu provest resersi prumysloveho vzoru?	42
1137	kde muzu provest resersi prumysloveho vzoru?	42
1138	jak  mohu provest resersi prumysloveho vzoru?	42
1139	kde mohu provest resersi prumysloveho vzoru?	42
1140	jak  se muze provest resersi prumysloveho vzoru?	42
1141	kde se muze provest resersi prumysloveho vzoru?	42
1142	jak  lze  udelat resersi prumysloveho vzoru?	42
1143	kde lze  udelat resersi prumysloveho vzoru?	42
1144	jak  muzu  udelat resersi prumysloveho vzoru?	42
1145	kde muzu  udelat resersi prumysloveho vzoru?	42
1146	jak  mohu  udelat resersi prumysloveho vzoru?	42
1147	kde mohu  udelat resersi prumysloveho vzoru?	42
1148	jak  se muze udelat resersi prumysloveho vzoru?	42
1149	kde se muze udelat resersi prumysloveho vzoru?	42
1150	jak  lze  provedu resersi prumysloveho vzoru?	42
1151	kde lze  provedu resersi prumysloveho vzoru?	42
1152	jak  muzu  provedu resersi prumysloveho vzoru?	42
1153	kde muzu  provedu resersi prumysloveho vzoru?	42
1154	jak  mohu  provedu resersi prumysloveho vzoru?	42
1155	kde mohu  provedu resersi prumysloveho vzoru?	42
1156	jak  se muze provedu resersi prumysloveho vzoru?	42
1157	kde se muze provedu resersi prumysloveho vzoru?	42
1158	jak  lze  udelam resersi prumysloveho vzoru?	42
1159	kde lze  udelam resersi prumysloveho vzoru?	42
1160	jak  muzu  udelam resersi prumysloveho vzoru?	42
1161	kde muzu  udelam resersi prumysloveho vzoru?	42
1162	jak  mohu  udelam resersi prumysloveho vzoru?	42
1163	kde mohu  udelam resersi prumysloveho vzoru?	42
1164	jak  se muze udelam resersi prumysloveho vzoru?	42
1165	kde se muze udelam resersi prumysloveho vzoru?	42
1166	odkaz pro overeni novosti prumysloveho vzoru	42
1167	zdroje pro overeni novosti prumysloveho vzoru	42
1168	reserse prumysloveho vzoru uradem	42
1169	objednavka reserse prumysloveho vzoru uradem	42
1170	kolik stoji zpracovani reserse prumysloveho vzoru?	42
1171	jaky je poplatek za zpracovani reserse prumysloveho vzoru?	42
1172	resersni sluzby uradu k prumyslovm vzorum	42
1173	zahranicni databaze prumyslovych vzoru pro resersi	42
1174	formular pro objednani reserse prumysloveho vzoru uradem	42
1175	formular objednavky reserse prumysloveho vzoru uradem	42
1176	poplatek za podani prihlasky prumysloveho vzoru	43
1177	poplatek za prijeti prihlasky prumysloveho vzoru	43
1178	poplatek za prihlasku prumysloveho vzoru	43
1179	sleva na poplatku pri podani prihlasky prumysloveho vzoru elektronicky	43
1180	sleva na poplatek pri elektronickem podani prihlasky prumysloveho vzoru	43
1181	sleva na poplatku pri elektronickem podani prihlasky prumysloveho vzoru	43
1182	poplatek za hromadnou prihlasku prumysloveho vzoru	43
1183	poplatek za prijeti hromadne prihlasky prumysloveho vzoru	43
1184	existuje poplatek za kazdy dalsi prumyslovy vzor v prihlasce?	43
1185	plati se poplatek za kazdy dalsi prumyslovy vzor v prihlasce?	43
1186	jak je mozne uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1187	jak lze uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1188	jak muzu uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1189	jak mohu uhradit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1190	jak je mozne  zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1191	jak lze  zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1192	jak muzu  zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1193	jak mohu zaplatit spravni poplatek za podani prihlasky prumysloveho vzoru?	43
1194	jaky hradi poplatek za prihlasku prumysloveho vzoru?	43
1195	jaky se hradi poplatek za prihlasku prumysloveho vzoru?	43
1196	ktery hradi poplatek za prihlasku prumysloveho vzoru?	43
1197	ktery se hradi poplatek za prihlasku prumysloveho vzoru?	43
1198	jak hradi poplatek za prihlasku prumysloveho vzoru?	43
1199	jak se hradi poplatek za prihlasku prumysloveho vzoru?	43
1200	jaky  plati poplatek za prihlasku prumysloveho vzoru?	43
1201	jaky se  plati poplatek za prihlasku prumysloveho vzoru?	43
1202	ktery  plati poplatek za prihlasku prumysloveho vzoru?	43
1203	ktery se  plati poplatek za prihlasku prumysloveho vzoru?	43
1204	jak  plati poplatek za prihlasku prumysloveho vzoru?	43
1205	jak se plati poplatek za prihlasku prumysloveho vzoru?	43
1206	jaky  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1207	jaky se  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1208	ktery  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1209	ktery se  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1210	jak  mam zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1211	jak se mam zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1212	jaky  zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1213	jaky se  zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1214	ktery  zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1215	ktery se  zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1216	jak  zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1217	jak se zaplatit poplatek za prihlasku prumysloveho vzoru?	43
1218	jaky  uhradit poplatek za prihlasku prumysloveho vzoru?	43
1219	jaky se  uhradit poplatek za prihlasku prumysloveho vzoru?	43
1220	ktery  uhradit poplatek za prihlasku prumysloveho vzoru?	43
1221	ktery se  uhradit poplatek za prihlasku prumysloveho vzoru?	43
1222	jak  uhradit poplatek za prihlasku prumysloveho vzoru?	43
1223	jak se uhradit poplatek za prihlasku prumysloveho vzoru?	43
1224	doba ochrany prumysloveho vzoru	43
1225	trvani ochrany prumysloveho vzoru	43
1226	obnova zapsaneho prumysloveho vzoru	43
1227	prodlouzeni zapsaneho prumysloveho vzoru	43
1228	obnova  zapisu prumysloveho vzoru	43
1229	prodlouzeni zapisu prumysloveho vzoru	43
1230	obnova  ochrany prumysloveho vzoru	43
1231	prodlouzeni ochrany prumysloveho vzoru	43
1232	kolik se plati  zapsaneho prumysloveho vzoru	43
1233	jaky je poplatek za zapsaneho prumysloveho vzoru	43
1234	kolik se plati  obnova zapsaneho prumysloveho vzoru	43
1235	jaky je poplatek za obnova zapsaneho prumysloveho vzoru	43
1236	kolik se plati  obnovu zapsaneho prumysloveho vzoru	43
1237	jaky je poplatek za obnovu zapsaneho prumysloveho vzoru	43
1238	kolik se plati  prodlouzeni zapsaneho prumysloveho vzoru	43
1239	jaky je poplatek za prodlouzeni zapsaneho prumysloveho vzoru	43
1240	kolik se plati  zapisu prumysloveho vzoru	43
1241	jaky je poplatek za  zapisu prumysloveho vzoru	43
1242	kolik se plati  obnova  zapisu prumysloveho vzoru	43
1243	jaky je poplatek za obnova  zapisu prumysloveho vzoru	43
1244	kolik se plati  obnovu  zapisu prumysloveho vzoru	43
1245	jaky je poplatek za obnovu  zapisu prumysloveho vzoru	43
1246	kolik se plati  prodlouzeni zapisu prumysloveho vzoru	43
1247	jaky je poplatek za prodlouzeni zapisu prumysloveho vzoru	43
1248	udrzovani prumysloveho vzoru v platnosti	43
1249	udrzovaci poplatek pro prumyslovy vzor	43
1250	kde mohu najit resersni databazi prumyslovych vzoru?	44
1251	kde je resersni databazi prumyslovych vzoru?	44
1252	kde najdu resersni databazi prumyslovych vzoru?	44
1253	kde muzu najit resersni databazi prumyslovych vzoru?	44
1254	co obsahuje databaze prumyslovych vzoru?	44
1255	jake informace obsahuje databaze prumyslovych vzoru?	44
1256	co obsahuje ceska databaze prumyslovych vzoru?	44
1257	jake informace obsahuje ceska databaze prumyslovych vzoru?	44
1258	jsou v databazi prumyslovych vzoru zapsane take prumyslove vzory z uradu evropske unie pro dusevni vlastnictvi?	44
1259	kde lze najit mezinarodni prumyslove vzory platne na uzemi ceske republiky?	44
1260	kde je mozne najit mezinarodni prumyslove vzory platne na uzemi ceske republiky?	44
1261	kde jsou mezinarodni prumyslove vzory platne na uzemi ceske republiky?	44
1262	kde najdu mezinarodni prumyslove vzory platne na uzemi ceske republiky?	44
1263	odkazy na zahranicni databaze prumyslovych vzoru	44
1264	co je euipo ?	44
1265	co znamena euipo ?	44
1266	co je  wipo ?	44
1267	co znamena wipo ?	44
1268	co je  vipo?	44
1269	co znamena vipo?	44
1270	co je databaze hague ?	44
1271	co znamena databaze hague ?	44
1272	co najdu v databaze hague ?	44
1273	co je  databazi hague ?	44
1274	co znamena  databazi hague ?	44
1275	co najdu v databazi hague ?	44
1276	co je databaze  hag ?	44
1277	co znamena databaze  hag ?	44
1278	co najdu v databaze  hag ?	44
1279	co je  databazi hag ?	44
1280	co znamena  databazi hag ?	44
1281	co najdu v databazi hag ?	44
1282	co je databaze  hague express ?	44
1283	co znamena databaze  hague express ?	44
1284	co najdu v databaze  hague express ?	44
1285	co je  databazi hague express ?	44
1286	co znamena  databazi hague express ?	44
1287	co najdu v databazi hague express ?	44
1288	co je databaze  hag express?	44
1289	co znamena databaze  hag express?	44
1290	co najdu v databaze  hag express?	44
1291	co je  databazi hag express?	44
1292	co znamena  databazi hag express?	44
1293	co najdu v databazi hag express?	44
1294	jake prumyslove vzory mohou na uzemi ceske republiky platit?	44
1295	kde mohu dohledat mezinarodni prumyslove vzory?	44
1296	kde najdu mezinarodni prumyslove vzory?	44
1297	kde lze najit mezinarodni prumyslove vzory?	44
1298	kde lze dohledat mezinarodni prumyslove vzory?	44
1299	kde je mozne najit mezinarodni prumyslove vzory?	44
1300	kde je mozne dohledat mezinarodni prumyslove vzory?	44
1301	jake prumyslove vzory mohu nalezt na strankach uradu?	44
1302	jake prumyslove vzory jsou na strankach uradu?	44
1303	jake prumyslove vzory lze najit na strankach uradu?	44
1304	jake prumyslove vzory je mozne najit na strankach uradu?	44
1305	jak  lze provest resersi prumyslovych vzoru?	45
1306	kde lze provest resersi prumyslovych vzoru?	45
1307	jak  muzu provest resersi prumyslovych vzoru?	45
1308	kde muzu provest resersi prumyslovych vzoru?	45
1309	jak  mohu provest resersi prumyslovych vzoru?	45
1310	kde mohu provest resersi prumyslovych vzoru?	45
1311	jak  se muze provest resersi prumyslovych vzoru?	45
1312	kde se muze provest resersi prumyslovych vzoru?	45
1313	jak  lze  udelat resersi prumyslovych vzoru?	45
1314	kde lze  udelat resersi prumyslovych vzoru?	45
1315	jak  muzu  udelat resersi prumyslovych vzoru?	45
1316	kde muzu  udelat resersi prumyslovych vzoru?	45
1317	jak  mohu  udelat resersi prumyslovych vzoru?	45
1318	kde mohu  udelat resersi prumyslovych vzoru?	45
1319	jak  se muze udelat resersi prumyslovych vzoru?	45
1320	kde se muze udelat resersi prumyslovych vzoru?	45
1321	jak  lze  provedu resersi prumyslovych vzoru?	45
1322	kde lze  provedu resersi prumyslovych vzoru?	45
1323	jak  muzu  provedu resersi prumyslovych vzoru?	45
1324	kde muzu  provedu resersi prumyslovych vzoru?	45
1325	jak  mohu  provedu resersi prumyslovych vzoru?	45
1326	kde mohu  provedu resersi prumyslovych vzoru?	45
1327	jak  se muze provedu resersi prumyslovych vzoru?	45
1328	kde se muze provedu resersi prumyslovych vzoru?	45
1329	jak  lze  udelam resersi prumyslovych vzoru?	45
1330	kde lze  udelam resersi prumyslovych vzoru?	45
1331	jak  muzu  udelam resersi prumyslovych vzoru?	45
1332	kde muzu  udelam resersi prumyslovych vzoru?	45
1333	jak  mohu  udelam resersi prumyslovych vzoru?	45
1334	kde mohu  udelam resersi prumyslovych vzoru?	45
1335	jak  se muze udelam resersi prumyslovych vzoru?	45
1336	kde se muze udelam resersi prumyslovych vzoru?	45
1337	objednavka reserse prumysloveho vzoru	45
1338	jak podat objednavku reserse prumysloveho vzoru u uradu?	45
1339	kde podat objednavku reserse prumysloveho vzoru u uradu?	45
1340	jak  objednat resersi prumysloveho vzoru u uradu?	45
1341	kde objednat resersi prumysloveho vzoru u uradu?	45
1342	reserse prumysloveho vzoru uradem	45
1343	reserse prumyslovych vzoru uradem	45
1344	objednavka reserse prumysloveho vzoru	45
1345	resersni sluzby uradu pro prumyslove vzory	45
1346	reserse prumyslovych vzoru	45
1347	co je resersnim vystupem u prumyslovych vzoru?	45
1348	jaky je zpusob odesilani objednavky na resersni sluzby?	45
1349	co predstavuje tematicka reserse ?	45
1350	co je tematicka reserse ?	45
1351	co znamena tematicka reserse ?	45
1352	co predstavuje  jmenna reserse ?	45
1353	co je  jmenna reserse ?	45
1354	co znamena jmenna reserse ?	45
1355	co predstavuje  ciselna reserse ?	45
1356	co je  ciselna reserse ?	45
1357	co znamena ciselna reserse ?	45
1358	co predstavuje  reserse na pravni stav?	45
1359	co je  reserse na pravni stav?	45
1360	co znamena reserse na pravni stav?	45
1361	jak dlouho trva zpracovani reserse prumysloveho vzoru?	45
1362	kolik stoji resersi prumysloveho vzoru?	45
1363	jaky je poplatek za resersi prumysloveho vzoru?	45
1364	resersnich sluzby uradu k prumyslovym vzorum	45
1365	ochrana prumysloveho vzoru v zahranici	46
1366	prihlaseni prumysloveho vzoru v zahranici	46
1367	prihlaska prumysloveho vzoru v zahranici	46
1368	podani prumysloveho vzoru v zahranici	46
1369	podani prihlasky prumysloveho vzoru v zahranici	46
1370	moznosti ochrany prumysloveho vzoru v cilovych statech	46
1371	moznosti ochrany prumysloveho vzoru v zahranici	46
1372	jake urady jsou odpovedne za ochranu prumysloveho vzoru v zahranici?	46
1373	jake urady resi ochranu prumysloveho vzoru v zahranici?	46
1374	jake urady maji na starosti ochranu prumysloveho vzoru v zahranici?	46
1375	je mozne ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1376	co kdyz chci ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1377	mohu ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1378	muzu ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1379	lze ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1380	mohl bych ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1381	jakou cestou ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1382	jak ziskat ochranu prumysloveho vzoru v celem uzemi eu ?	46
1383	je mozne ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1384	co kdyz chci ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1385	mohu ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1386	muzu ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1387	lze ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1388	mohl bych ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1389	jakou cestou ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1390	jak ziskat ochranu prumysloveho vzoru v celem uzemi evropske unie?	46
1391	kde mohu najit informacie o prumyslovem vlastnictvi v eu ?	46
1392	kde najdu informacie o prumyslovem vlastnictvi v eu ?	46
1393	kde lze najit informacie o prumyslovem vlastnictvi v eu ?	46
1394	kde jsou informacie o prumyslovem vlastnictvi v eu ?	46
1395	kde mohu najit informacie o prumyslovem vlastnictvi v evropske unii?	46
1396	kde najdu informacie o prumyslovem vlastnictvi v evropske unii?	46
1397	kde lze najit informacie o prumyslovem vlastnictvi v evropske unii?	46
1398	kde jsou informacie o prumyslovem vlastnictvi v evropske unii?	46
1399	co je haagsky system?	46
1400	mezinarodni prihlaska podle haagskeho systemu	46
1401	pomoc pri prihlasovani prumysloveho vzoru v zahranici	46
1402	prumyslovy vzor v zahranici	46
1403	ochrana prumyslovych vzoru v statech beneluxu	46
1404	prumyslove vzory v beneluxu	46
1405	benelux a prumyslove vzory	46
1406	jak dlouho trva ochrana prumysloveho vzoru?	47
1407	jaka je doba ochrany prumysloveho vzoru?	47
1408	doba trvani ochrany zapsaneho prumysloveho vzoru	47
1409	kolikrat muze byt ochrana prumysloveho vzoru obnovovana ?	47
1410	jak dlouho muze byt ochrana prumysloveho vzoru obnovovana ?	47
1411	kolikrat muze byt ochrana prumysloveho vzoru prodluzovana?	47
1412	jak dlouho muze byt ochrana prumysloveho vzoru prodluzovana?	47
1413	prodlouzeni ochrany prumysloveho vzoru	47
1414	obnova ochrany prumysloveho vzoru	47
1415	kdy podat zadost o obnovu prumysloveho vzoru?	47
1416	jak podat zadost o obnovu prumysloveho vzoru?	47
1417	kdy podat zadost o obnovu ochrany prumysloveho vzoru?	47
1418	jak podat zadost o obnovu ochrany prumysloveho vzoru?	47
1419	je podani zadosti o obnovu doby ochrany prumysloveho vzoru zpoplatneno?	47
1420	poplatek za obnovu  prumysloveho vzoru	47
1421	poplatek za prodlouzeni prumysloveho vzoru	47
1422	poplatek za obnovu  ochrany prumysloveho vzoru	47
1423	poplatek za prodlouzeni ochrany prumysloveho vzoru	47
1424	pravo prednosti u prihlasovatele prumysloveho vzoru	47
1425	jaka je maximalni doba ochrany prumysloveho vzoru?	47
1426	jak se ochrana prumysloveho vzoru prodluzuje ?	47
1427	jak se ochrana prumysloveho vzoru obnovuje?	47
1428	proces obnovy ochrany pro prumyslovy vzor	47
1429	co je mezi prumyslove ochranenymi vyrobky?	48
1430	co je vyrobek?	48
1431	co se rozumi vyrobkem?	48
1432	co je vyrobkem?	48
1433	co se da oznacit jako vyrobek v pravni ochrane prumyslovych vzoru?	48
1434	co se da oznacit jako vyrobek v kontextu prumyslovych vzoru?	48
1435	co se da oznacit jako vyrobek u prumyslovych vzoru?	48
1436	"jaka je definice ""vyrobku"" v pravni ochrane  prumyslovych vzoru?"	48
1437	"jaka je definice ""vyrobku"" v kontextu pravni ochrany  prumyslovych vzoru?"	48
1438	"jaka je definice ""vyrobku"" u prumyslovych vzoru?"	48
1439	jake soucastky muze obsahovat prumyslove vyrobeny vyrobek?	48
1440	slozeny vyrobek	48
1441	jak je definovan slozeny vyrobek	48
1442	co je slozeny vyrobek	48
1443	prumyslovy vyrobek	48
1444	jak se zada o zapis prumysloveho vzoru do rejstriku?	49
1445	jak mam poradat o zapis prumysloveho vzoru do rejstriku?	49
1446	jak pozadat o zapis prumysloveho vzoru do rejstriku?	49
1447	jak podat zadost o zapis prumysloveho vzoru do rejstriku?	49
1448	moznosti podani prihlasky prumysloveho vzoru	49
1449	kdo muze podat prihlasku prumysloveho vzoru?	49
1450	kdo je opravnen podat prihlasku prumysloveho vzoru?	49
1451	elektronicky vyplnitelne formulare pro prihlasku prumysloveho vzoru	49
1452	je mozne podat prihlasku prumysloveho vzoru online?	49
1453	sleva na poplatku pri podani prihlasky prumysloveho vzoru elektronicky	49
1454	sleva na poplatku pri elektronickem podani prihlasky prumysloveho vzoru	49
1455	mohu podat prihlasku prumysloveho vzoru postou?	49
1456	lze podat prihlasku prumysloveho vzoru postou?	49
1457	je mozne podat prihlasku prumysloveho vzoru postou?	49
1458	pomoc pro prihlasku prumysloveho vzoru	50
1459	odborne zastoupeni pro prihlasku prumysloveho vzoru	50
1460	pomoc pro podani prihlasky prumysloveho vzoru	50
1461	odborne zastoupeni pro podani prihlasky prumysloveho vzoru	50
1462	existuji advokatni kancelare, ktere se zabyvaji prumyslovymi vzory?	50
1463	pravni zastoupeni pro zadatele o prumyslovy vzor	50
1464	pravni zastoupeni pro prihlasku prumyslovy vzor	50
1465	pravni zastoupeni pro podani prihlasky prumyslovy vzor	50
1466	pravni zastoupeni pro zadatele o  prumysloveho vzoru	50
1467	pravni zastoupeni pro prihlasku  prumysloveho vzoru	50
1468	pravni zastoupeni pro podani prihlasky prumysloveho vzoru	50
1469	kdo me muze zastupovat pri podavani prihlasky prumysloveho vzoru?	50
1470	kdo mi muze pomoci pri podavani prihlasky prumysloveho vzoru?	50
1471	nalezitosti prihlasky prumysloveho vzoru	51
1472	jak se podava prihlaska prumysloveho vzoru?	51
1473	kam se podava prihlaska prumysloveho vzoru?	51
1474	jednoducha prihlaska prumysloveho vzoru	51
1475	hromadna prihlaska prumysloveho vzoru	51
1476	jak prihlasit vice prumyslovych vzoru?	51
1477	jaky je postup podani prihlasky pro prumyslovy vzor?	51
1478	podani prihlasky prumysloveho vzoru	51
1479	zadost o zapis prumysloveho vzoru	51
1480	formular zadosti o zapis prumysloveho vzoru	51
1481	prilohy prihlasky prumysloveho vzoru	51
1482	podlohy prihlasky prumysloveho vzoru	51
1483	vyobrazeni prumysloveho vzoru	51
1484	kdo muze podat prihlasku prumysloveho vzoru?	52
1485	kdo je opravnen podat prihlasku prumysloveho vzoru?	52
1486	pruzkum prihlasky prumysloveho vzoru	52
1487	vecny pruzkum prihlasky prumysloveho vzoru	52
1488	formalni pruzkum prihlasky prumysloveho vzoru	52
1489	vecny  prezkum prihlasky prumysloveho vzoru	52
1490	formalni prezkum prihlasky prumysloveho vzoru	52
1491	jake podminky musi splnovat prihlaska prumysloveho vzoru?	52
1492	jaky je postup zapisu prumysloveho vzoru do rejstriku?	52
1493	jak lze vymazat prumyslovy vzor z rejstriku?	53
1494	jak je mozne vymazat prumyslovy vzor z rejstriku?	53
1495	jak muzu vymazat prumyslovy vzor z rejstriku?	53
1496	jak muzeme vymazat prumyslovy vzor z rejstriku?	53
1497	vymaz prumysloveho vzoru	53
1498	kdo muze podat navrh na vymaz prumysloveho vzoru?	53
1499	kdo je opavnen podat navrh na vymaz prumysloveho vzoru?	53
1500	co se stane po vymazu prumysloveho vzoru z rejstriku?	53
1501	co nastane po vymazu prumysloveho vzoru z rejstriku?	53
1502	formular pro podani navrhu na vymaz prumysloveho vzoru	53
1503	dusledky vymazu prumysloveho vzoru	53
1504	kolik stoji podani navrhu na vymaz prumysloveho vzoru?	53
1505	kolik zaplatim za podani navrhu na vymaz prumysloveho vzoru?	53
1506	jaky je poplatek za podani navrhu na vymaz prumysloveho vzoru?	53
1507	uplny vymaz prumysloveho vzoru	53
1508	castecny vymaz prumysloveho vzoru	53
1509	rozsah vymazu prumysloveho vzoru	53
1510	pomoc s vymazem prumysloveho vzoru	53
1511	pomoc s zadosti na vymaz prumysloveho vzoru	53
1512	jake jsou moznosti vymazu prumysloveho vzoru?	53
1513	kde mohu nalezt databazi patentu a uzitnych vzoru?	54
1514	kde najdu databazi patentu a uzitnych vzoru?	54
1515	kde je databazi patentu a uzitnych vzoru?	54
1516	kde najit databazi patentu a uzitnych vzoru?	54
1517	existuje databaze patentu a uzitnych vzoru?	54
1518	je mozne najit online databazi udelenych patentu a uzitnych vzoru?	54
1519	kde najit online databazi udelenych patentu a uzitnych vzoru?	54
1520	je mozne  najdu online databazi udelenych patentu a uzitnych vzoru?	54
1521	kde najdu online databazi udelenych patentu a uzitnych vzoru?	54
1522	databaze patentu a uzitnych vzoru	54
1523	databaze uzitnych vzoru	54
1524	databaze patentu	54
1525	odkazy na zahranicni databaze patentu a uzitnych vzoru	54
1526	seznam evropskych patentu platnych na uzemi cr	54
1527	patentova reserse na uradu	55
1528	patentova reserse uradem	55
1529	jak mohu objednat patentovou resersni sluzbu uradu?	55
1530	jak objednam patentovou resersni sluzbu uradu?	55
1531	jaky je postup pro objednani patentove reserse uradu?	55
1532	jak postupovat pro objednani patentove reserse uradu?	55
1533	co delat pro objednani patentove reserse uradu?	55
1534	jak  lze podat objednavku na patentovou resersi?	55
1535	kam  lze podat objednavku na patentovou resersi?	55
1536	jakym zpusobem lze podat objednavku na patentovou resersi?	55
1537	jak  muzu podat objednavku na patentovou resersi?	55
1538	kam  muzu podat objednavku na patentovou resersi?	55
1539	jakym zpusobem muzu podat objednavku na patentovou resersi?	55
1540	jak  mohu podat objednavku na patentovou resersi?	55
1541	kam  mohu podat objednavku na patentovou resersi?	55
1542	jakym zpusobem mohu podat objednavku na patentovou resersi?	55
1543	jak  mam podat objednavku na patentovou resersi?	55
1544	kam  mam podat objednavku na patentovou resersi?	55
1545	jakym zpusobem mam podat objednavku na patentovou resersi?	55
1546	jak dlouho trva zpracovani patentove reserse uradem?	55
1547	poplatek za patentovou resersi	55
1548	poplatky za patentovou resersi	55
1549	jak se plati poplatek za patentovou resersi?	55
1550	kdy se plati poplatek za patentovou resersi?	55
1551	formuar objednavky na patentovou resersi uradu	55
1552	objednavka na patentove resersni sluzby uradu	55
1553	muzu objednat patentovou resersi e-mailem?	55
1554	jak je mozne prihlasit uzitny vzor v zahranici?	56
1555	jak mohu prihlasit uzitny vzor v zahranici?	56
1556	jak muzu prihlasit uzitny vzor v zahranici?	56
1557	jak mam prihlasit uzitny vzor v zahranici?	56
1558	existuje jednotny system pro ochranu uzitnych vzoru v zahranici?	56
1559	existuje jednotny mezinarodni system pro ochranu uzitnych vzoru v zahranici?	56
1560	existuje jednotny evropsky system pro ochranu uzitnych vzoru v zahranici?	56
1561	informace o prihlasovani uzitnych vzoru do zahranici	56
1562	pomoc pri podani uzitneho vzoru v zahranici	56
1563	pomoc s prihlaskou uzitneho vzoru v zahranici	56
1564	zastupovani pri podavani uzitnych vzoru do zahranici	56
1565	mezinarodni ochrana technickych reseni pomoci uzitnych vzoru	56
